ID	naam image	Genus	species (& subtaxa)	O(rchid. Cat.) nr.	land van herkomst	locatie	cultuur	veldcollectie	bijzonderheden	dag/maand	jaar	foto gemaakt door	afgebeeld	overige bijzonderheden; (belangrijke) synoniemen
4120		Aspasia	variegata Lindl.	"4118, 4119, 4120"	[Brazilië; Rondônia]		Botanische Tuinen Universiteit Utrecht 00ZW10814 ['86]	[P.J.M. & H. Maas 396]		2-Jan	1974	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
3474		Pleurothallis	otopetalum (F.Lehm. & Kraenzl.) Schltr.	"3474, 3475, 3476"	[Ecuador]		"W. Ballizani, Naarden"			13/01	1973	L.Y.Th. Westra	"hab1, 2x det1"
3475		Pleurothallis	otopetalum (F.Lehm. & Kraenzl.) Schltr.	"3474, 3475, 3476"	[Ecuador]		"W. Ballizani, Naarden"			13/01	1973	L.Y.Th. Westra	"hab1, 2x det1"
3476		Pleurothallis	otopetalum (F.Lehm. & Kraenzl.) Schltr.	"3474, 3475, 3476"	[Ecuador]		"W. Ballizani, Naarden"			13/01	1973	L.Y.Th. Westra	"hab1, 2x det1"
4606		Pleurothallis	pachyglossa Lindl.	"4606, 4607, 4608"			"J.M. Wubben, Hollandsche Rading"			28/09	1974	L.Y.Th. Westra	"hab1, 2x det1"
4607		Pleurothallis	pachyglossa Lindl.	"4606, 4607, 4608"			"J.M. Wubben, Hollandsche Rading"			28/09	1974	L.Y.Th. Westra	"hab1, 2x det1"
4608		Pleurothallis	pachyglossa Lindl.	"4606, 4607, 4608"			"J.M. Wubben, Hollandsche Rading"			28/09	1974	L.Y.Th. Westra	"hab1, 2x det1"
8477		Pleurothallis	pallida Luer	"8477, 8478, 8479"			Botanische Tuinen Universiteit Utrecht 00ZW11360			4-Apr	1981	L.Y.Th. Westra	"hab1, 2x det1"
8479		Pleurothallis	pallida Luer	"8477, 8478, 8479"			Botanische Tuinen Universiteit Utrecht 00ZW11360			4-Apr	1981	L.Y.Th. Westra	"hab1, 2x det1"
4259		Pleurothallis	panduripetala Barb.Rodr.	"4259, 4260, 4261"			"J.M. Wubben, Hollandsche Rading"			3-Feb	1974	L.Y.Th. Westra	"hab1, 2x det1"
4260		Pleurothallis	panduripetala Barb.Rodr.	"4259, 4260, 4261"			"J.M. Wubben, Hollandsche Rading"			3-Feb	1974	L.Y.Th. Westra	"hab1, 2x det1"
1983		Pleurothallis	pardipes Rchb.f.	"1983, 1984"			"J.M. Wubben, Hollandsche Rading"			8-May	1970	L.Y.Th. Westra	"hab1, det1"
1984		Pleurothallis	pardipes Rchb.f.	"1983, 1984"			"J.M. Wubben, Hollandsche Rading"			8-May	1970	L.Y.Th. Westra	"hab1, det1"
4824		Pleurothallis	pardipes Rchb.f.	"4824, 4825, 4826"			"L.M.C. de Lange-van Aalderen, Bilthoven"			23/03	1975	L.Y.Th. Westra	"hab1, 2x det1"
4825		Pleurothallis	pardipes Rchb.f.	"4824, 4825, 4826"			"L.M.C. de Lange-van Aalderen, Bilthoven"			23/03	1975	L.Y.Th. Westra	"hab1, 2x det1"
8751		Pleurothallis	parvifolia Lindl.	"8751, 8752, 8753, 8754"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			26/07	1981	L.Y.Th. Westra	"hab1, 3x det1"
8752		Pleurothallis	parvifolia Lindl.	"8751, 8752, 8753, 8754"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			26/07	1981	L.Y.Th. Westra	"hab1, 3x det1"
3907		Pleurothallis	pellifeloidis Barb.Rodr. (vel aff.)	"3907, 3908, 3909"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			16/09	1973	L.Y.Th. Westra	"hab1, 2x det1"
3908		Pleurothallis	pellifeloidis Barb.Rodr. (vel aff.)	"3907, 3908, 3909"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			16/09	1973	L.Y.Th. Westra	"hab1, 2x det1"
3909		Pleurothallis	pellifeloidis Barb.Rodr. (vel aff.)	"3907, 3908, 3909"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			16/09	1973	L.Y.Th. Westra	"hab1, 2x det1"
1121		Pleurothallis	penduliflora Kraenzl.	"1121, 1122"	[Suriname]		Botanische Tuinen Universiteit Utrecht 00ZW09876	[P.A. FlorschÅtz]		27/01	1968	L.Y.Th. Westra	"hab1, det1"
1122		Pleurothallis	penduliflora Kraenzl.	"1121, 1122"	[Suriname]		Botanische Tuinen Universiteit Utrecht 00ZW09876	[P.A. FlorschÅtz]		27/01	1968	L.Y.Th. Westra	"hab1, det1"
1275		Pleurothallis	periodica Ames	"1275, 1276, 1277"	[Costa Rica]		Cantonspark Baarn 10051	[P. Grijpma]		8-Mar	1968	L.Y.Th. Westra	"hab1, 2x det1"
1276		Pleurothallis	periodica Ames	"1275, 1276, 1277"	[Costa Rica]		Cantonspark Baarn 10051	[P. Grijpma]		8-Mar	1968	L.Y.Th. Westra	"hab1, 2x det1"
1277		Pleurothallis	periodica Ames	"1275, 1276, 1277"	[Costa Rica]		Cantonspark Baarn 10051	[P. Grijpma]		8-Mar	1968	L.Y.Th. Westra	"hab1, 2x det1"
3352		Pleurothallis	platystylis Schltr.	"3352, 3353, 3354"	[Mexico]		"J.M. Wubben, Hollandsche Rading"			11-Apr	1972	L.Y.Th. Westra	"hab1, 2x det1"
3353		Pleurothallis	platystylis Schltr.	"3352, 3353, 3354"	[Mexico]		"J.M. Wubben, Hollandsche Rading"			11-Apr	1972	L.Y.Th. Westra	"hab1, 2x det1"
3354		Pleurothallis	platystylis Schltr.	"3352, 3353, 3354"	[Mexico]		"J.M. Wubben, Hollandsche Rading"			11-Apr	1972	L.Y.Th. Westra	"hab1, 2x det1"
5462		Pleurothallis	polygonoides Griseb.	"5462, 5463, 5464, 5465"	[Suriname]		"J.M. Wubben, Hollandsche Rading"		labellum I/II	3-Jun	1976	L.Y.Th. Westra	"hab1, 3x det1"
5463		Pleurothallis	polygonoides Griseb.	"5462, 5463, 5464, 5465"	[Suriname]		"J.M. Wubben, Hollandsche Rading"		labellum I/II	3-Jun	1976	L.Y.Th. Westra	"hab1, 3x det1"
5464		Pleurothallis	polygonoides Griseb.	"5462, 5463, 5464, 5465"	[Suriname]		"J.M. Wubben, Hollandsche Rading"		labellum I/II	3-Jun	1976	L.Y.Th. Westra	"hab1, 3x det1"
4047		Pleurothallis	powellii Schltr.	"4047, 4049, 4049"	[Panama]		"W. Ballizani, Naarden"			18/11	1973	L.Y.Th. Westra	"hab1, 2x det1"
1946		Pleurothallis	prolifera Herb. ex Lindl.	"1946, 1947, 1949"			"J.M. Wubben, Hollandsche Rading"			27/07	1970	L.Y.Th. Westra	"hab1, 2x det1"
1947		Pleurothallis	prolifera Herb. ex Lindl.	"1946, 1947, 1949"			"J.M. Wubben, Hollandsche Rading"			27/07	1970	L.Y.Th. Westra	"hab1, 2x det1"
2484		Pleurothallis	pruinosa Lindl.	"2484, 2485, 2486"			"J.M. Wubben, Hollandsche Rading"			8-May	1971	L.Y.Th. Westra	"hab1, 2x det1"
2485		Pleurothallis	pruinosa Lindl.	"2484, 2485, 2486"			"J.M. Wubben, Hollandsche Rading"			8-May	1971	L.Y.Th. Westra	"hab1, 2x det1"
2486		Pleurothallis	pruinosa Lindl.	"2484, 2485, 2486"			"J.M. Wubben, Hollandsche Rading"			8-May	1971	L.Y.Th. Westra	"hab1, 2x det1"
3334		Pleurothallis	pterophora Cogn.	"3334, 3335, 3336"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			28/10	1972	L.Y.Th. Westra	"hab1, 2x det1"
3335		Pleurothallis	pterophora Cogn.	"3334, 3335, 3336"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			28/10	1972	L.Y.Th. Westra	"hab1, 2x det1"
3336		Pleurothallis	pterophora Cogn.	"3334, 3335, 3336"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			28/10	1972	L.Y.Th. Westra	"hab1, 2x det1"
7182		Pleurothallis	pubescens Lindl.	"7182, 7183, 7184"			"J.M. Wubben, Hollandsche Rading"			24/09	1978	L.Y.Th. Westra	"hab1, 2x det1"	"Pleurothallis vittata Lindl.,  Pleurothallis truxillensis (Rchb.f.) Kuntze"
7183		Pleurothallis	pubescens Lindl.	"7182, 7183, 7184"			"J.M. Wubben, Hollandsche Rading"			24/09	1978	L.Y.Th. Westra	"hab1, 2x det1"	"Pleurothallis vittata Lindl.,  Pleurothallis truxillensis (Rchb.f.) Kuntze"
7184		Pleurothallis	pubescens Lindl.	"7182, 7183, 7184"			"J.M. Wubben, Hollandsche Rading"			24/09	1978	L.Y.Th. Westra	"hab1, 2x det1"	"Pleurothallis vittata Lindl.,  Pleurothallis truxillensis (Rchb.f.) Kuntze"
2771		Pleurothallis	racemiflora Lindl. ex Lodd.	"2771, 2772, 2773"			"J.M. Wubben, Hollandsche Rading"			2-Dec	1972	L.Y.Th. Westra	"hab1, 2x det1"	Pleurothallis ghiesbrechtiana A.Rich. & Galeotti
2772		Pleurothallis	racemiflora Lindl. ex Lodd.	"2771, 2772, 2773"			"J.M. Wubben, Hollandsche Rading"			2-Dec	1972	L.Y.Th. Westra	"hab1, 2x det1"	Pleurothallis ghiesbrechtiana A.Rich. & Galeotti
2773		Pleurothallis	racemiflora Lindl. ex Lodd.	"2771, 2772, 2773"			"J.M. Wubben, Hollandsche Rading"			2-Dec	1972	L.Y.Th. Westra	"hab1, 2x det1"	Pleurothallis ghiesbrechtiana A.Rich. & Galeotti
7477		Pleurothallis	revoluta	"7477, 7478"			"J.M. Wubben, Hollandsche Rading"			21/04	1979	L.Y.Th. Westra	"hab1, det1"	niet geverifieerd
7478		Pleurothallis	revoluta	"7477, 7478"			"J.M. Wubben, Hollandsche Rading"			21/04	1979	L.Y.Th. Westra	"hab1, det1"	niet geverifieerd
3719		Pleurothallis	revoluta (Ruiz & Pav.) Garay	"3719, 3720"			Botanische Tuinen Universiteit Utrecht 00ZW11019			18/05	1973	L.Y.Th. Westra & A. Kuiper	"hab1, det1"	Pleurothallis diffusa Poepp. & Endl.
3720		Pleurothallis	revoluta (Ruiz & Pav.) Garay	"3719, 3720"			Botanische Tuinen Universiteit Utrecht 00ZW11019			18/05	1973	L.Y.Th. Westra & A. Kuiper	"hab1, det1"	Pleurothallis diffusa Poepp. & Endl.
5529		Pleurothallis	revoluta (Ruiz & Pav.) Garay	"5529, 5530"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1976]"		4-Oct	1976	L.Y.Th. Westra	"hab1, det1"	Pleurothallis diffusa Poepp. & Endl.
5530		Pleurothallis	revoluta (Ruiz & Pav.) Garay	"5529, 5530"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1976]"		4-Oct	1976	L.Y.Th. Westra	"hab1, det1"	Pleurothallis diffusa Poepp. & Endl.
7324		Pleurothallis	reymondii (H.Karst.) Rchb.f.	"7324, 7325, 7326"			"J.M. Wubben, Hollandsche Rading"			2-Mar	1979	L.Y.Th. Westra	"hab1, 2x det1"	"Myoxanthus reymondii (H.Karst.) Luer,  P. 'raymondii'"
7325		Pleurothallis	reymondii (H.Karst.) Rchb.f.	"7324, 7325, 7326"			"J.M. Wubben, Hollandsche Rading"			2-Mar	1979	L.Y.Th. Westra	"hab1, 2x det1"	"Myoxanthus reymondii (H.Karst.) Luer,  P. 'raymondii'"
4635		Pleurothallis	rhodosticta Kraenzl.	"4635, 4636, 4637"			Botanische Tuinen Universiteit Utrecht 00ZW11002			11-Jun	1974	L.Y.Th. Westra A. Kuiper	"hab1, 2x det1"
4636		Pleurothallis	rhodosticta Kraenzl.	"4635, 4636, 4637"			Botanische Tuinen Universiteit Utrecht 00ZW11002			11-Jun	1974	L.Y.Th. Westra A. Kuiper	"hab1, 2x det1"
4637		Pleurothallis	rhodosticta Kraenzl.	"4635, 4636, 4637"			Botanische Tuinen Universiteit Utrecht 00ZW11002			11-Jun	1974	L.Y.Th. Westra A. Kuiper	"hab1, 2x det1"
3597		Pleurothallis	ruscifolia (Jacq.) R.Br.	"3596, 3597"			Botanische Tuinen Universiteit Utrecht 00ZW11001			17/03	1973	L.Y.Th. Westra	"hab1, det1"
2844		Pleurothallis	schiedei Rchb.f.	"2844, 2845, 2846, 2847"			"J.M. Wubben, Hollandsche Rading"			31/03	1972	L.Y.Th. Westra	"hab1, 3x det1"	Pleurothallis ornata Rchb.f. ex Wittm.
2845		Pleurothallis	schiedei Rchb.f.	"2844, 2845, 2846, 2847"			"J.M. Wubben, Hollandsche Rading"			31/03	1972	L.Y.Th. Westra	"hab1, 3x det1"	Pleurothallis ornata Rchb.f. ex Wittm.
2846		Pleurothallis	schiedei Rchb.f.	"2844, 2845, 2846, 2847"			"J.M. Wubben, Hollandsche Rading"			31/03	1972	L.Y.Th. Westra	"hab1, 3x det1"	Pleurothallis ornata Rchb.f. ex Wittm.
2847		Pleurothallis	schiedei Rchb.f.	"2844, 2845, 2846, 2847"			"J.M. Wubben, Hollandsche Rading"			31/03	1972	L.Y.Th. Westra	"hab1, 3x det1"	Pleurothallis ornata Rchb.f. ex Wittm.
6776		Pleurothallis	sclerophylla Lindl.	"6776, 6777, 6778, 6779"			"J.M. Wubben, Hollandsche Rading"			3-Apr	1978	L.Y.Th. Westra	"hab1, 2x det1. ddet1"
6778		Pleurothallis	sclerophylla Lindl.	"6776, 6777, 6778, 6779"			"J.M. Wubben, Hollandsche Rading"			3-Apr	1978	L.Y.Th. Westra	"hab1, 2x det1. ddet1"
6779		Pleurothallis	sclerophylla Lindl.	"6776, 6777, 6778, 6779"			"J.M. Wubben, Hollandsche Rading"			3-Apr	1978	L.Y.Th. Westra	"hab1, 2x det1. ddet1"
7637		Pleurothallis	sclerophylla Lindl.	"7637, 7638, 7639, 7640"			Botanische Tuinen Universiteit Utrecht 00ZW11537			30/06/1079		L.Y.Th. Westra	"hab1, 2x det1, ddet1"
7639		Pleurothallis	sclerophylla Lindl.	"7637, 7638, 7639, 7640"			Botanische Tuinen Universiteit Utrecht 00ZW11537			30/06/1079		L.Y.Th. Westra	"hab1, 2x det1, ddet1"
6677		Pleurothallis	secunda Poepp. & Endl.	"6677, 6678, 6679, 6680"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			1-Jul	1978	L.Y.Th. Westra	"hab1, 2x det1, ddet1"
6678		Pleurothallis	secunda Poepp. & Endl.	"6677, 6678, 6679, 6680"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			1-Jul	1978	L.Y.Th. Westra	"hab1, 2x det1, ddet1"
3189		Pleurothallis	segoviensis Rchb.f.	"3189, 3190, 3191"			Cantonspark Baarn 10032			10-Jun	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
3190		Pleurothallis	segoviensis Rchb.f.	"3189, 3190, 3191"			Cantonspark Baarn 10032			10-Jun	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
3191		Pleurothallis	segoviensis Rchb.f.	"3189, 3190, 3191"			Cantonspark Baarn 10032			10-Jun	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
2669		Pleurothallis	semperflorens Lindl.	"2669, 2670, 2671, 2672"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	27/11	1971	L.Y.Th. Westra	"hab1, 3x det1"
2670		Pleurothallis	semperflorens Lindl.	"2669, 2670, 2671, 2672"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	27/11	1971	L.Y.Th. Westra	"hab1, 3x det1"
2671		Pleurothallis	semperflorens Lindl.	"2669, 2670, 2671, 2672"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	27/11	1971	L.Y.Th. Westra	"hab1, 3x det1"
2672		Pleurothallis	semperflorens Lindl.	"2669, 2670, 2671, 2672"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	27/11	1971	L.Y.Th. Westra	"hab1, 3x det1"
7001		Pleurothallis	semperflorens Lindl.	"7001, 7002, 7003, 7004"			Botanische Tuinen Universiteit Utrecht 00ZW11512			22/06	1978	L.Y.Th. Westra	"hab1, 3x det1"
7002		Pleurothallis	semperflorens Lindl.	"7001, 7002, 7003, 7004"			Botanische Tuinen Universiteit Utrecht 00ZW11512			22/06	1978	L.Y.Th. Westra	"hab1, 3x det1"
5403		Pleurothallis	sicaria Lindl.	"5403, 5404, 5405"	[Peru]		"J.M. Wubben, Hollandsche Rading"			14/02	1976	L.Y.Th. Westra	"hab1, 2x det1"
5404		Pleurothallis	sicaria Lindl.	"5403, 5404, 5405"	[Peru]		"J.M. Wubben, Hollandsche Rading"			14/02	1976	L.Y.Th. Westra	"hab1, 2x det1"
5405		Pleurothallis	sicaria Lindl.	"5403, 5404, 5405"	[Peru]		"J.M. Wubben, Hollandsche Rading"			14/02	1976	L.Y.Th. Westra	"hab1, 2x det1"
1146		Pleurothallis	sonderana Rchb.f.	"1146, 1147, 1148"			"M.A. de Rico Consuelo-Knoppe, Driebergen ? of J.M. Wubben, Hollandsche Rading"			28/02	1968	L.Y.Th. Westra	"hab1, 2x det1"
1147		Pleurothallis	sonderana Rchb.f.	"1146, 1147, 1148"			"M.A. de Rico Consuelo-Knoppe, Driebergen ? of J.M. Wubben, Hollandsche Rading"			28/02	1968	L.Y.Th. Westra	"hab1, 2x det1"
1148		Pleurothallis	sonderana Rchb.f.	"1146, 1147, 1148"			"M.A. de Rico Consuelo-Knoppe, Driebergen ? of J.M. Wubben, Hollandsche Rading"			28/02	1968	L.Y.Th. Westra	"hab1, 2x det1"
1979		Pleurothallis	sonderana Rchb.f.	1979			"J.M. Wubben, Hollandsche Rading"			8-Apr	1970	L.Y.Th. Westra	hab1
3499		Pleurothallis	sphaeroglossa Hoehne	"3499, 3500, 3501, 3502"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	20/01	1973	L.Y.Th. Westra	"hab1, 3x det1"
3500		Pleurothallis	sphaeroglossa Hoehne	"3499, 3500, 3501, 3502"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	20/01	1973	L.Y.Th. Westra	"hab1, 3x det1"
3501		Pleurothallis	sphaeroglossa Hoehne	"3499, 3500, 3501, 3502"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	20/01	1973	L.Y.Th. Westra	"hab1, 3x det1"
3502		Pleurothallis	sphaeroglossa Hoehne	"3499, 3500, 3501, 3502"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	20/01	1973	L.Y.Th. Westra	"hab1, 3x det1"
6320		Pleurothallis	subtilis C.Schweinf.	"6320, 6321, 6322"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			7-Feb	1977	L.Y.Th. Westra	"hab1, 2x det1"
6322		Pleurothallis	subtilis C.Schweinf.	"6320, 6321, 6322"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			7-Feb	1977	L.Y.Th. Westra	"hab1, 2x det1"
5988		Pleurothallis	talpinaria Rchb.f.	"5988, 5989, 5990"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW10921	[P.A. FlorschÅtz]		21/01	1977	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
5989		Pleurothallis	talpinaria Rchb.f.	"5988, 5989, 5990"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW10921	[P.A. FlorschÅtz]		21/01	1977	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
5990		Pleurothallis	talpinaria Rchb.f.	"5988, 5989, 5990"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW10921	[P.A. FlorschÅtz]		21/01	1977	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
8378		Pleurothallis	testaefolia (Sw.) Lindl.	"8377, 8378, 8379, 8380"			"J.M. Wubben, Hollandsche Rading"			1-Oct	1981	L.Y.Th. Westra	"hab1, 3x det1"
8379		Pleurothallis	testaefolia (Sw.) Lindl.	"8377, 8378, 8379, 8380"			"J.M. Wubben, Hollandsche Rading"			1-Oct	1981	L.Y.Th. Westra	"hab1, 3x det1"
2774		Pleurothallis	tridentata Klotzsch	"2774, 2775, 2776"			"J.M. Wubben, Hollandsche Rading"			19/02	1972	L.Y.Th. Westra	"hab1, 2x det1"	Pleurothallis nephrocardia Schltr.
2775		Pleurothallis	tridentata Klotzsch	"2774, 2775, 2776"			"J.M. Wubben, Hollandsche Rading"			19/02	1972	L.Y.Th. Westra	"hab1, 2x det1"	Pleurothallis nephrocardia Schltr.
2776		Pleurothallis	tridentata Klotzsch	"2774, 2775, 2776"			"J.M. Wubben, Hollandsche Rading"			19/02	1972	L.Y.Th. Westra	"hab1, 2x det1"	Pleurothallis nephrocardia Schltr.
6619		Pleurothallis	tuerckheimii Schltr.	"6619, 6620, 6621"			"J.M. Wubben, Hollandsche Rading"			26/11	1977	L.Y.Th. Westra	"hab1, 2x det1"
6620		Pleurothallis	tuerckheimii Schltr.	"6619, 6620, 6621"			"J.M. Wubben, Hollandsche Rading"			26/11	1977	L.Y.Th. Westra	"hab1, 2x det1"
8702		Pleurothallis	uncinata Fawc. & Rendle	"8702, 8703, 8704, 8705"			"J.M. Wubben, Hollandsche Rading"			7-Apr	1981	L.Y.Th. Westra	"hab1, 3x det1"
8704		Pleurothallis	uncinata Fawc. & Rendle	"8702, 8703, 8704, 8705"			"J.M. Wubben, Hollandsche Rading"			7-Apr	1981	L.Y.Th. Westra	"hab1, 3x det1"
8705		Pleurothallis	uncinata Fawc. & Rendle	"8702, 8703, 8704, 8705"			"J.M. Wubben, Hollandsche Rading"			7-Apr	1981	L.Y.Th. Westra	"hab1, 3x det1"
9237		Pleurothallis	uniflora Lindl.	"9237, 9238, 9239, 9240"	[Guyana]; [Mabura Hill; op gevallen boom]		Botanische Tuinen Universiteit Utrecht 00ZW11865	"[P.J.M. Maas et al., 1981]"		27/09	1982	L.Y.Th. Westra	"hab1, 3x det1"
9238		Pleurothallis	uniflora Lindl.	"9237, 9238, 9239, 9240"	[Guyana]; [Mabura Hill; op gevallen boom]		Botanische Tuinen Universiteit Utrecht 00ZW11865	"[P.J.M. Maas et al., 1981]"		27/09	1982	L.Y.Th. Westra	"hab1, 3x det1"
1404		Pleurothallis	velaticaulis Rchb.f.	"1404, 1405, 1406"			"J.M. Wubben, Hollandsche Rading"			27/12	1968	L.Y.Th. Westra	"hab1, det1"
1405		Pleurothallis	velaticaulis Rchb.f.	"1404, 1405, 1406"			"J.M. Wubben, Hollandsche Rading"			27/12	1968	L.Y.Th. Westra	"hab1, det1"
5215		Pleurothallis	vittariifolia Schltr.	"5215, 5216, 5217, 5218"	[Suriname]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1975]"		25/10	1975	L.Y.Th. Westra	"hab1, 3x det1"	synonymie met P. glandulosa Ames (Foldats) omstreden
5216		Pleurothallis	vittariifolia Schltr.	"5215, 5216, 5217, 5218"	[Suriname]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1975]"		25/10	1975	L.Y.Th. Westra	"hab1, 3x det1"	synonymie met P. glandulosa Ames (Foldats) omstreden
5217		Pleurothallis	vittariifolia Schltr.	"5215, 5216, 5217, 5218"	[Suriname]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1975]"		25/10	1975	L.Y.Th. Westra	"hab1, 3x det1"	synonymie met P. glandulosa Ames (Foldats) omstreden
5218		Pleurothallis	vittariifolia Schltr.	"5215, 5216, 5217, 5218"	[Suriname]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1975]"		25/10	1975	L.Y.Th. Westra	"hab1, 3x det1"	synonymie met P. glandulosa Ames (Foldats) omstreden
4675		Pleurothallis	xanthochlora Rchb.f.	"4675, 4676, 4677"			"W. Ballizani, Naarden"			22/11	1974	L.Y.Th. Westra	"hab1, 2x det1"
4676		Pleurothallis	xanthochlora Rchb.f.	"4675, 4676, 4677"			"W. Ballizani, Naarden"			22/11	1974	L.Y.Th. Westra	"hab1, 2x det1"
4677		Pleurothallis	xanthochlora Rchb.f.	"4675, 4676, 4677"			"W. Ballizani, Naarden"			22/11	1974	L.Y.Th. Westra	"hab1, 2x det1"
9089		Porroglossum		"9089, 9090, 9091, 9092, 9093"			"J.M. Wubben, Hollandsche Rading"		labellum prikkelbaar _n autonoom bewegend	5-Jan	1982	L.Y.Th. Westra	"hab1, 4x det1"
9091		Porroglossum		"9089, 9090, 9091, 9092, 9093"			"J.M. Wubben, Hollandsche Rading"		labellum prikkelbaar _n autonoom bewegend	5-Jan	1982	L.Y.Th. Westra	"hab1, 4x det1"
8504		Porroglossum	echidna (Rchb.f.) Garay  cf.	"8504, 8505, 8506, 8507, 8508, 8509, 8510, 8511, 8512"			"J.M. Wubben, Hollandsche Rading"		labellum prikkelbaar _n autonoom bewegend (8510-8512 genomen van zelfde standpunt op opeenvolgende momenten)	11+12/04	1981	L.Y.Th. Westra	"hab1, 2x det1, 6x ddet1"	'P. echidnum'
8505		Porroglossum	echidna (Rchb.f.) Garay  cf.	"8504, 8505, 8506, 8507, 8508, 8509, 8510, 8511, 8512"			"J.M. Wubben, Hollandsche Rading"		labellum prikkelbaar _n autonoom bewegend (8510-8512 genomen van zelfde standpunt op opeenvolgende momenten)	11+12/04	1981	L.Y.Th. Westra	"hab1, 2x det1, 6x ddet1"	'P. echidnum'
8507		Porroglossum	echidna (Rchb.f.) Garay  cf.	"8504, 8505, 8506, 8507, 8508, 8509, 8510, 8511, 8512"			"J.M. Wubben, Hollandsche Rading"		labellum prikkelbaar _n autonoom bewegend (8510-8512 genomen van zelfde standpunt op opeenvolgende momenten)	11+12/04	1981	L.Y.Th. Westra	"hab1, 2x det1, 6x ddet1"	'P. echidnum'
9084		Porroglossum	peruvianum	"9084, 9085, 9086, 9087, 9088"			"J.M. Wubben, Hollandsche Rading"		labellum prikkelbaar _n autonoom bewegend	5-Jan	1982	L.Y.Th. Westra	" hab1, 4x det1"	niet geverifieerd
9085		Porroglossum	peruvianum	"9084, 9085, 9086, 9087, 9088"			"J.M. Wubben, Hollandsche Rading"		labellum prikkelbaar _n autonoom bewegend	5-Jan	1982	L.Y.Th. Westra	" hab1, 4x det1"	niet geverifieerd
9086		Porroglossum	peruvianum	"9084, 9085, 9086, 9087, 9088"			"J.M. Wubben, Hollandsche Rading"		labellum prikkelbaar _n autonoom bewegend	5-Jan	1982	L.Y.Th. Westra	" hab1, 4x det1"	niet geverifieerd
5194		Restrepia		"5194, 5195, 5196"			"J.M. Wubben, Hollandsche Rading"			10-Nov	1975	L.Y.Th. Westra	"hab1, 2x det1"
5195		Restrepia		"5194, 5195, 5196"			"J.M. Wubben, Hollandsche Rading"			10-Nov	1975	L.Y.Th. Westra	"hab1, 2x det1"
5196		Restrepia		"5194, 5195, 5196"			"J.M. Wubben, Hollandsche Rading"			10-Nov	1975	L.Y.Th. Westra	"hab1, 2x det1"
5975		Restrepia		"5975, 5976, 5977"			"J.M. Wubben, Hollandsche Rading"			22/01	1977	L.Y.Th. Westra	"hab1, 2x det1"
5976		Restrepia		"5975, 5976, 5977"			"J.M. Wubben, Hollandsche Rading"			22/01	1977	L.Y.Th. Westra	"hab1, 2x det1"
5977		Restrepia		"5975, 5976, 5977"			"J.M. Wubben, Hollandsche Rading"			22/01	1977	L.Y.Th. Westra	"hab1, 2x det1"
8391		Restrepia		"8391, 8392, 8393, 8394"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1980]"		17/01	1981	L.Y.Th. Westra	"hab1, 3x det1"
8392		Restrepia		"8391, 8392, 8393, 8394"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1980]"		17/01	1981	L.Y.Th. Westra	"hab1, 3x det1"
